index,title,description,publish_date,publish_time,likes,views,category,channel_id
234,"Around 50,000 Airline Workers Face Layoffs Without Government Aid | NBC Nightly News","United Airlines and American Airlines are among the carriers who say they’ll be forced to cut jobs without another $25 billion in aid.
» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

Around 50,000 Airline Workers Face Layoffs Without Government Aid | NBC Nightly News",2020-10-01,00:03:35,490,168376,news,UCeY0bbntWzzVIaj2z3QigXg
235,Tracking Arizona’s Political Shift From Reliably Red To Potentially Blue | NBC NOW,"NBC News’ Vaughn Hillyard details the growing political shift in Arizona as the state is trending from a reliably Republican region to a potential Democratic victory in the 2020 election.
Be sure to read our latest breaking news updates, fact checks and our frequently updated live blog at NBC News.com/2020.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News is a leading source of global news and information. Here you will find clips from NBC Nightly News, Meet The Press, and original digital videos. Subscribe to our channel for news stories, technology, politics, health, entertainment, science, business, and exclusive NBC investigations.

Connect with NBC News Online!
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

Tracking Arizona’s Political Shift From Reliably Red To Potentially Blue | NBC NOW",2020-10-29,17:20:09,3214,254868,news,UCeY0bbntWzzVIaj2z3QigXg
236,Tensions Boil Over In East Ukraine As Attacks Turn Deadly,"Ukrainian military leaders were shelled while touring the front lines today. Pro-Russian separatists mobilized their citizens, issuing a call to arms as fighting intensifies in East Ukraine.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC

#Ukraine #Russia #Putin",2022-02-20,01:30:02,2617,248283,news,UCeY0bbntWzzVIaj2z3QigXg
237,Family searches for Hawaii woman who vanished after LA layover,"The search continues for Hannah Kobayashi, who disappeared after an extended layover at the Los Angeles airport. NBC News' Ellison Barber shares that the family believes she might be in danger.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#Hawaii #LosAngeles #Missing",2024-11-20,04:30:22,657,77147,news,UCeY0bbntWzzVIaj2z3QigXg
238,This Morning’s Top Headlines – March 1 | Morning News NOW,"Satellite images show a 40-mile long Russian military convoy heading toward Kyiv, Russia and Ukraine are set to meet again soon after no breakthrough after talks and Ukraine has applied for an EU membership. 

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC

#News #NBCNews #TopNews",2022-03-01,14:14:33,2894,449268,news,UCeY0bbntWzzVIaj2z3QigXg
239,Nightly News Full Broadcast - Nov. 18,"Knife-wielding man kills two, critically injures a third person in Manhattan, police say; House Ethics Committee will meet on Wednesday to discuss Gaetz case, according to source; Trump says he'll make good on using the military to curb illegal immigration; and more on tonight’s broadcast.

00:00 Intro
01:29 Deadly stabbing spree in New York City
04:12 Source: House Ethics Committee to discuss Gaetz
08:03 Trump plans to use military for deportations
10:07 Biden allows Ukraine to use long-range missiles
10:31 Deadly E. coli outbreak linked to carrots
12:24 Spirit Airlines files for bankruptcy
12:39 Roblox's new child safety features
14:15 Disturbing rise in hospital sexual assaults
18:58 Couple recovers priceless item in wildfire rubble

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#NYC #Crime #MattGaetz",2024-11-19,03:00:26,5431,639389,news,UCeY0bbntWzzVIaj2z3QigXg
240,Russian Forces Prepare For New Attacks in Eastern Ukraine,"Satellite images show and eight-mile long column of Russian tanks and artillery amassing near Kharkiv as Ukrainians rush to escape. Meanwhile, President Putin has appointed a new ground commander to oversee Russia’s invasion of Ukraine. » Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC 




#Russia #Ukraine #War 


Russian Forces Prepare For New Attacks in Eastern Ukraine",2022-04-10,23:06:41,1967,270721,news,UCeY0bbntWzzVIaj2z3QigXg
241,Top Story with Tom Llamas - June 14 | NBC News NOW,"Extreme weather sweeps across the U.S., Russian state media reports that WNBA star Brittney Griner’s detention was extended, and a dog was rescued from a San Diego gorilla enclosure.

Tune into Top Story with Tom Llamas weekdays at 7 p.m. on NBC News NOW.
Top Story Playlist: https://youtube.com/playlist?list=PL0tDb4jw6kPxN1hZX6nDMUSAdhH1zQTvk
NBC News NOW is an online streaming network from NBC News where users can find the latest stories and breaking news on world news and US news.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC

#TopStoryWithTomLlamas #Russia #ExtremeWeather",2022-06-15,01:38:31,829,192257,news,UCeY0bbntWzzVIaj2z3QigXg
242,Investment Companies Pricing Out Homebuyers,"NBC News’ Gabe Gutierrez takes us to Atlanta for a closer look at a growing trend— large financial firms buying and renting out single-family homes. » Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.


Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC




#REITS #RealEstate #HousingMarket 


Investment Companies Pricing Out Homebuyers",2021-10-07,00:03:37,3655,244385,news,UCeY0bbntWzzVIaj2z3QigXg
243,Top Story with Tom Llamas - May 23 | NBC News NOW,"Severe storms threaten over 17 million Americans across the South, experts say monkeypox likely started to spread at two raves in Europe, and authorities in Texas search for a murder suspect in the death of a professional cyclist.

Tune into Top Story with Tom Llamas weekdays at 7 p.m. on NBC News NOW.
Top Story Playlist: https://youtube.com/playlist?list=PL0tDb4jw6kPxN1hZX6nDMUSAdhH1zQTvk
NBC News NOW is an online streaming network from NBC News where users can find the latest stories and breaking news on world news and US news.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC

#TopStoryWithTomLlamas #Tornado #Monkeypox",2022-05-24,02:40:05,1038,407166,news,UCeY0bbntWzzVIaj2z3QigXg
244,"In-Depth Look At Life On Rikers Island: ‘Hell, Plain And Simple’","Hell. Inhumane. Disgusting. These are some of the words used to describe Rikers Island, New York’s massive jail complex, by Benji Lozano, who spent five months there. Vincent Schiraldi, who was formerly in charge of the facility, agrees. He tells Lester Holt of rampant violence, among other issues, which are exacerbated by a staffing crisis. NBC News recently obtained more than 100 hours of surveillance video from inside the complex. The majority of those held at Rikers are awaiting trial and presumed innocent.
» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.


Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC


#RikersIsland #NYC #Jails",2022-02-07,17:34:47,7107,1192318,news,UCeY0bbntWzzVIaj2z3QigXg
245,Virginia Father Dies By Suicide After Child Dies In Hot Car,"Chesterfield police say a distraught father shot himself after discovering he'd left his 18-month old son in his car while at work.  WWBT's John Hood reports.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC

#Virginia #HotCar #WWBT",2022-06-29,13:45:00,7445,638395,news,UCeY0bbntWzzVIaj2z3QigXg
246,Trump Lawsuit Fails To Overturn Election Results | NBC Nightly News,"A Pennsylvania federal judge threw out a Trump Campaign lawsuit, comparing it to “Frankenstein’s Monster.” Meanwhile, Joe Biden is set to announce the first members of his Cabinet on Tuesday.» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.


Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC


Trump Lawsuit Fails To Overturn Election Results | NBC Nightly News",2020-11-23,00:32:23,4769,405862,news,UCeY0bbntWzzVIaj2z3QigXg
247,Massachusetts Field Hospital Begins To Receive Covid Patients | NBC Nightly News,"NBC News’ Kathy Park was given access to the field hospital in Worcester, Massachusetts, minutes before the first patients arrived. Health care workers on the front lines are preparing for the post-Thanksgiving surge.» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.


Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC


Massachusetts Field Hospital Begins To Receive Covid Patients | NBC Nightly News",2020-12-07,00:31:07,513,173893,news,UCeY0bbntWzzVIaj2z3QigXg
248,Morning News NOW Full Broadcast - Jan. 4,"The U.S. shatters its single day Covid record with over one million cases, flight cancellations soar amid winter storms and staffing shortages, and Theranos founder Elizabeth Holmes is found guilty of fraud. 

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

Morning News NOW Full Broadcast - Jan. 4",2022-01-04,17:00:14,661,142486,news,UCeY0bbntWzzVIaj2z3QigXg
249,How Russia Is Responding To Biden’s State Of The Union Speech,"During his State of the Union address, President Biden took aim at President Putin and Russia’s oligarchs, saying that they underestimated the Western response to the invasion of Ukraine. NBC News’ Keir Simmons explains whether Putin could be feeling the pressure from sanctions amid continued shelling of Ukrainian cities. 

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC

#Russia #Biden #StateOfTheUnion",2022-03-02,14:51:14,8432,1065511,news,UCeY0bbntWzzVIaj2z3QigXg
250,Major Winter Storm Hits Millions,"A major winter storm is stretching from the Rockies to the Northeast. Parts of New Mexico have already been buried under 20 inches of snow, and more than a foot has fallen in Colorado and Illinois. » Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.


Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC




#Winter #Weather #Snow 

Major Winter Storm Hits Millions",2022-02-03,00:34:50,2818,535934,news,UCeY0bbntWzzVIaj2z3QigXg
251,Inside Austin’s Massive Growth | NBC Nightly News,"Austin, Texas is basking in its status as one of America’s most popular cities. NBC News’ Lester Holt takes us to one neighborhood where at least six families on one block moved to Austin from out of state over the last year. 

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#NightlyNews #Austin #Texas",2021-11-02,01:15:00,917,81814,news,UCeY0bbntWzzVIaj2z3QigXg
252,Atmospheric river set to bring rain and flooding to Pacific Northwest,"An atmospheric river is a narrow band of wind that carries immense plumes of moisture, spanning hundreds or even thousands of miles, resembling a vast river in the sky. NBC News' Chase Cain reports on the challenges this phenomenon poses for the West Coast.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#ExtremeWeather #Northwest #AtmosphericRiver",2024-11-20,04:00:10,69,14226,news,UCeY0bbntWzzVIaj2z3QigXg
253,What New Laws Go Into Effect In 2021 | NBC Nightly News,"The new year brings with it a number of new state laws, including a ban on single-use plastic bags in Delaware and further crackdowns on driving while holding a cellphone in Arizona and Virginia.
» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News is a leading source of global news and information. Here you will find clips from NBC Nightly News, Meet The Press, and original digital videos. Subscribe to our channel for news stories, technology, politics, health, entertainment, science, business, and exclusive NBC investigations.

Connect with NBC News Online!
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#2021 #NewLaws #NBCNews

What New Laws Go Into Effect In 2021 | NBC Nightly News",2021-01-02,00:28:06,1125,176276,news,UCeY0bbntWzzVIaj2z3QigXg
254,Promising New Study Using Diet Changes To Treat Type 2 Diabetes,"A study from the University of Alabama at Birmingham is looking into a drug-free approach to treat type 2 diabetes. The research focuses on using diet changes to target the fat around organs like the pancreas and liver. » Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC




#health #healthnews #diabetes 


Promising New Study Using Diet Changes To Treat Type 2 Diabetes",2022-06-09,01:00:18,1510,124171,news,UCeY0bbntWzzVIaj2z3QigXg
255,Boosting Your Immune System Against Coronavirus | NBC News NOW,"Dr. Mehmet Oz of “The Dr. Oz Show” explains ways you can boost your immune system against coronavirus.
» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

Boosting Your Immune System Against Coronavirus | NBC News NOW",2020-03-12,02:01:00,6071,819566,news,UCeY0bbntWzzVIaj2z3QigXg
256,Full Panel: Jan. 6th Committee Presenting 'Effective' Criminal Referral,"NBC Chief White House Correspondent Peter Alexander, GOP strategist Brendan Buck, CEO of Voto Latino María Teresa Kumar and Politico National Correspondent Betsy Woodruff Swan join Meet the Press to discuss former President Trump’s latest attacks on his Vice President Mike Pence and look to where the January 6th Committee could be headed with their investigation.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC

#January6 #january6committee #trump",2022-06-19,16:15:00,1374,130692,news,UCeY0bbntWzzVIaj2z3QigXg
